50Hz,88.52
63Hz,84.97
80Hz,99.19
100Hz,97.88
125Hz,99.5
160Hz,105.35
200Hz,110.71
250Hz,109.13
315Hz,105.01
400Hz,105.43
500Hz,104.59
630Hz,105.96
800Hz,106.62
1000Hz,105.22
1250Hz,102.7
1600Hz,102.71
2000Hz,101.11
2500Hz,99.32
3150Hz,97.91
4000Hz,97.11
5000Hz,94.7
Tot A,113.68
Tot C,117.15
Tot Lin,117.2
